央视频道,#genre#
CCTV-1综合,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8
CCTV-1综合,https://zby.130519.xyz/PLTV/11/224/3221226163/index.m3u8
CCTV-1综合,https://zby.130519.xyz/PLTV/11/224/3221225770/index.m3u8
CCTV-1综合,https://zby.130519.xyz/PLTV/11/224/3221225723/index.m3u8
CCTV-1综合,http://116.21.205.101:8188/udp/239.77.1.144:5146
CCTV-1综合,http://222.218.122.56:8188/udp/239.81.0.102:4056
CCTV-1综合,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226163/1.m3u8
CCTV-1综合,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225770/index.m3u8
CCTV-1综合,http://106.53.99.30/tv/jzb.php?id=cctv1
CCTV-1综合,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226163/index.m3u8
CCTV-1综合,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225723/index.m3u8
CCTV-1综合,http://111.227.196.164:9901/tsfile/live/0001_1.m3u8
CCTV-1综合,http://8.138.7.223/tv/migu3.php?id=cctv1
CCTV-1综合,tvbus://1R2rjku2cnbNkbD5YGrAfGoLwY7VYjgnVBkYidtfwvudh2toyM
CCTV-1综合,tvbus://1dTfPxiNBZNPPj85hcrBDNPEnNzcNdLHZUvbgKfANSJkbN8U7C
CCTV-1综合,http://8.138.7.223/tv/hot.php?id=1
CCTV-1综合,http://hm.hellolle.eu.org:35455/mgtv/608807420.m3u8
CCTV-1综合,http://8.138.7.223/tv/migu2.php?id=1
CCTV-1综合,http://115.171.216.75:4000/rtp/225.1.8.126:8002
CCTV-1综合,http://218.8.87.96:4000/rtp/229.58.190.151:5000
CCTV-1综合,http://115.171.216.75:4000/rtp/225.1.8.1:8008
CCTV-1综合,http://218.8.87.96:4000/rtp/229.58.190.72:5000
CCTV-1综合,http://115.171.216.75:4000/rtp/225.1.8.33:8002
CCTV-1综合,http://115.171.216.75:4000/rtp/225.1.8.81:8176
CCTV-1综合,http://115.171.216.75:4000/rtp/225.1.8.194:4120
CCTV-1综合,http://115.171.216.75:4000/rtp/225.1.8.210:8068
CCTV-1综合,http://220.190.54.26:8188/udp/233.50.200.130:5140
CCTV-1综合,http://183.222.242.31:8088/hls/1/index.m3u8
CCTV-2财经,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8
CCTV-2财经,http://zqh2333.top:2222/rtp/239.93.24.59:5140
CCTV-2财经,http://223.167.245.215:8001/rtp/239.45.3.208:5140
CCTV-2财经,http://171.104.106.168:50112/udp/239.81.0.115:4056
CCTV-2财经,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2财经,http://183.236.43.98:4013/udp/239.77.1.158:5146
CCTV-2财经,https://www.yangshipin.cn/tv/home?pid=600001800
CCTV-2财经,http://hm.hellolle.eu.org:35455/mgtv/631780532.m3u8
CCTV-2财经,http://8.138.7.223/tv/migu2.php?id=2
CCTV-2财经,http://8.138.7.223/tv/hot.php?id=2
CCTV-2财经,http://183.222.242.31:8088/hls/2/index.m3u8
CCTV-2财经,rtsp://116.176.26.18/PLTV/88888910/224/3221225568/10000100000000060000000000107348_0.smil
CCTV-2财经,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226122/index.m3u8
CCTV-2财经,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226122/1.m3u8
CCTV-2财经,http://115.171.216.75:4000/rtp/225.1.8.2:8084
CCTV-2财经,http://60.16.0.216:5757/hls/2/index.m3u8
CCTV-2财经,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
CCTV-2财经,http://106.53.99.30/tv/jzb.php?id=cctv2
CCTV-2财经,http://112.132.10.54:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2财经,tvbus://1BubwAu8k6JHEKfPBfGR5jLMapNUCsnMzauGSW8q1LVdhmoVnj
CCTV-2财经,tvbus://1gmWp3J2rDLkhZ3onyF6J9tPkzxpUFfXjFJwjrcqhXpCpL9wDS
CCTV-2财经,http://8.138.7.223/tv/migu3.php?id=cctv2
CCTV-2财经,http://111.227.196.164:9901/tsfile/live/0002_1.m3u8
CCTV-2财经,http://218.8.87.96:4000/rtp/229.58.190.153:5000
CCTV-2财经,http://220.190.54.26:8188/udp/233.50.200.25:5140
CCTV-3综艺,https://zby.130519.xyz/PLTV/11/224/3221225766/index.m3u8
CCTV-3综艺,https://zby.130519.xyz/PLTV/11/224/3221226165/index.m3u8
CCTV-3综艺,http://183.236.43.98:4013/udp/239.77.0.169:5146
CCTV-3综艺,http://223.167.245.215:8001/rtp/239.45.1.68:5140
CCTV-3综艺,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3综艺,http://222.218.122.56:8188/udp/239.81.0.231:4056
CCTV-3综艺,http://106.53.99.30/tv/jzb.php?id=cctv3
CCTV-3综艺,http://171.117.13.205:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3综艺,http://183.222.242.31:8088/hls/3/index.m3u8
CCTV-3综艺,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226165/index.m3u8
CCTV-3综艺,http://60.16.0.216:5757/hls/3/index.m3u8
CCTV-3综艺,http://8.138.7.223/tv/migu3.php?id=cctv3
CCTV-3综艺,http://112.132.10.54:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3综艺,http://218.8.87.96:4000/rtp/229.58.190.24:5000
CCTV-3综艺,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV-3综艺,tvbus://184kNzdQY8wnx2CGtDVTKC2HMPTBEEa8q14cCzGBAUD6B3Zvhj
CCTV-3综艺,tvbus://1UcA1N2GCm2BKNnXCiWZ7P6LoWqAwgCqVgjBjE46RGdpedF6DU
CCTV-3综艺,http://220.190.54.26:8188/udp/233.50.201.196:5140
CCTV-3综艺,http://zjzcf.synology.me:35455/gaoma/cctv3.m3u8
CCTV-3综艺,http://115.171.216.75:4000/rtp/225.1.8.88:8000
CCTV-3综艺,http://8.138.7.223/tv/hot.php?id=3
CCTV-3综艺,http://171.15.18.199:8180/TV00000000000000000003@HHZT
CCTV-3综艺,http://hm.hellolle.eu.org:35455/mgtv/624878271.m3u8
CCTV-3综艺,http://8.138.7.223/tv/migu2.php?id=3
CCTV-4中文国际,http://222.218.122.56:8188/udp/239.81.0.96:4056
CCTV-4中文国际,http://183.236.43.98:4013/udp/239.77.1.163:5146
CCTV-4中文国际,http://117.86.51.74:8888/rtp/239.49.8.131:6000
CCTV-4中文国际,http://zqh2333.top:2222/rtp/239.93.25.105:5140
CCTV-4中文国际,http://223.167.245.215:8001/rtp/239.45.0.2:5140
CCTV-4中文国际,http://116.21.205.101:8188/udp/239.77.1.163:5146
CCTV-4中文国际,P2p://66.42.60.221:6001/686b812b000e39330093b899ad62fabe.ts
CCTV-4中文国际,http://112.132.10.54:9901/tsfile/live/0004_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4中文国际,tvbus://1StD4vXVfrTYHcUk6ToB6PkcdDtNUG9HeN8B4gpr3aRF5P66
CCTV-4中文国际,tvbus://1ph6BCENfRMwUxgPPbcyrnjR8LsWBkXY584VEnfChzAvYCDeTj
CCTV-4中文国际,http://8.138.7.223/tv/migu3.php?id=cctv4o
CCTV-4中文国际,http://8.138.7.223/tv/migu3.php?id=cctv4
CCTV-4中文国际,http://111.227.196.164:9901/tsfile/live/0004_1.m3u8
CCTV-4中文国际,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226124/index.m3u8
CCTV-4中文国际,http://60.16.0.216:5757/hls/4/index.m3u8
CCTV-4中文国际,http://220.190.54.26:8188/udp/233.50.200.101:5140
